name,text
leiden-university.md,9. The minimum retention term for research data is ten years.
leiden-university.md,Here we follow The Netherlands Code of Conduct for Scientific Practice of the VSNU (2014 version).
leiden-university.md,## B. Responsibilities
leiden-university.md,"10. The Faculty Board is responsible for the further elaboration of these regulations and determines the level at which this takes place: at faculty and/or institute level. These regulations are a framework within which the faculty can determine its own policy. This will be sometimes only at faculty and sometimes only at institute level; sometimes a combination of both will be the most appropriate. With regard to the latter, this could mean general faculty regulations that have a specific appendix for each institute."
leiden-university.md,11. The academic director of the institute is responsible for the correct implementation of the policy. The DMPs for the research projects in the institute describe how the policy is implemented in practice (see below).
leiden-university.md,12. The DMP for a research project must record which data-management responsibilities are assigned to the various members of staff who are working on the project.
leiden-university.md,"Many research projects involve several researchers, for instance PhD candidates, postdocs and members of the permanent staff. The DMP records which responsibilities have been assigned to whom. Projects in which researchers from multiple institutes and/or external parties are involved require special attention. It is also important to record what will happen to the data and the responsibility for it if one of the researchers leaves."
leiden-university.md,13. All DMPs must be stored centrally within the faculty or institute for at least 20 years.
leiden-university.md,"Please note: if a DMP is destroyed, the researcher or institute can no longer demonstrate how certain decisions concerning the destruction of data were made (with regard to academic integrity). The retention term is longer for a DMP than for the data, because the DMP can then be used in any instances that arise to demonstrate that the destruction of a certain dataset (for instance after the standard ten years) was in line with the DMP."
leiden-university.md,14. A data protection officer is appointed at university level who is responsible for adherence to the policy with regard to the security of research data.
leiden-university.md,"If research proposals are being granted funding within the Horizon 2020 framework, the data protection officer may be asked to provide a statement to the effect that the ‘technical data protection procedures’ will be adhered to within the project. The data protection officer is thus responsible for the protection of the research data during the project."
leiden-university.md,15. The Executive Board is responsible for providing the facilities and support that make reliable data management possible.
leiden-university.md,"This does not mean that all facilities and support must necessarily be offered within the University; if required and beneficial, agreements can be reached with national or international parties who offer facilities and/or support in the field of data management."
leiden-university.md,## C. Elaboration
leiden-university.md,"16. In the elaboration of these University regulations, the following aspects at least must be addressed. Derogations from these regulations must be recorded and well-motivated. The elaboration of the regulations should correspond with the standards that currently prevail in the discipline. How data-management responsibilities are assigned within the institute; Which data needs to be retained, given the type of research conducted in the institute; What the policy is concerning data arising from bachelor’s, master’s and research master’s programmes (and theses in particular); How the requirement that the integrity, availability and confidentiality of the data must be guaranteed will be met during the research; How, once the research has been completed, the requirement will be met that at the time of the research’s publication the data must be retained in such a way that it remains findable, accessible, comprehensible and reusable in the long term. A possible maximum retention term for data and DMPs."
leiden-university.md,### 17. The following aspects at least must be covered in the DMP for a research project:
leiden-university.md,"How data-management responsibilities are assigned within the project and what will happen if the researcher, or one of the researchers, leaves;"
leiden-university.md,The types of data that will be generated and collected (with format and scope);
leiden-university.md,The collection method(s) or origin of the data (including hardware and software);
leiden-university.md,The standards and metadata for the documentation of the data (discipline-focused and/or in line with standards set by the repository where the data is preserved);
leiden-university.md,Where the data will be preserved during the research and how security and access will be arranged;
leiden-university.md,The measures that will be taken for the long-time preservation of and access to the data; Who will have access to the data at which point;
leiden-university.md,How sensitive or otherwise confidential data is dealt with.
leiden-university.md,Researchers can use the templates that grant providers such as NWO and the European
leiden-university.md,"Commission use to draw up a DMP. The University has also created such a template. In the DMP,"
leiden-university.md,researchers can in part refer to or draw upon the data management policy of their faculty or institute.
leiden-university.md,"18. All the above articles have an implementation term of three years from the time of establishment, with the exception of the appointment of the data protection officer. The proposed policy has such an impact that it is not realistic to make it compulsory within the short term. Opting for an extended implementation period means that faculties and institutes each have the opportunity to apply their own phasing-in plan. This does not alter the fact that in particular researchers who wish to submit grant proposals will probably already need to follow the greater part of this policy in the short term."
leiden-university.md,19. These regulations do not have retroactive effect.
leiden-university.md,"In principle, data collected in research projects that have already been completed therefore does not fall under the regulations. There is a grey area here if a new project builds upon previously collected data; it will be necessary to examine on a case-by-case basis whether it is possible to preserve the old data for the long term."
leiden-university.md,"20. If there is due cause, these regulations will be revised by the Executive Board during the implementation phase above. At least the Research Council, the ICT and Research Steering Group and the Information Managers Platform must be consulted for such a revision."
leiden-university.md,The Research Data Management Regulations were established by the Executive Board on 19 April 2016.
london-school-of-hygiene--tropical-medicine-university-of-london.md,# Research Data Management Policy
london-school-of-hygiene--tropical-medicine-university-of-london.md,Document Policy
london-school-of-hygiene--tropical-medicine-university-of-london.md,Type
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Document David Archer (Director of Library, Archive & Open Research Services) /"
london-school-of-hygiene--tropical-medicine-university-of-london.md,owner Gareth Knight (Research Data Manager)
london-school-of-hygiene--tropical-medicine-university-of-london.md,Approved by Research Governance Committee
london-school-of-hygiene--tropical-medicine-university-of-london.md,Approval date March 2024
london-school-of-hygiene--tropical-medicine-university-of-london.md,Review date March 2025
london-school-of-hygiene--tropical-medicine-university-of-london.md,Version 3.2
london-school-of-hygiene--tropical-medicine-university-of-london.md,Amendments 2022 V3.2. Simplified terminology and updated contact details for relevant support services. Added links to new SOPs and updated SharePoint links that have changed. 2021 V3.1. Text updated to incorporate additional references to MRC Gambia & Uganda processes.
london-school-of-hygiene--tropical-medicine-university-of-london.md,Related LSHTM Data Classification and Handling Policy
london-school-of-hygiene--tropical-medicine-university-of-london.md,Policies &
london-school-of-hygiene--tropical-medicine-university-of-london.md,Procedures LSHTM Data Management Plan for research projects   LSHTM Data Management Plan for Research Students   LSHTM Data Protection Policy   LSHTM Data Storage Options   LSHTM Good Research Practice Policy   LSHTM Information Management and Security Policy and supporting documents   LSHTM Intellectual Property (IP) Policy   LSHTM Records Retention & Disposal Schedule   LSHTM RDM Policy support document - Data Access Procedures   LSHTM Standard Operating Procedures (LSHTM-SOPs)
london-school-of-hygiene--tropical-medicine-university-of-london.md,## 1 SCOPE
london-school-of-hygiene--tropical-medicine-university-of-london.md,"1.1 This policy applies to all individuals conducting research or carrying out related duties on behalf of the London School of Hygiene & Tropical Medicine (LSHTM), including those based at the MRC Unit The Gambia at LSHTM and the MRC/UVRI and LSHTM Uganda Research Unit. This includes, but is not limited to, employed and honorary staff, research students and visiting academics. It is expected that all collaborative research partners should be made aware of this policy. The group to whom the policy applies are referred to collectively in this document as ‘Researchers’."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"1.2 LSHTM expects the principles set out in this policy to be understood, observed, and followed by all researchers."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"1.3 Where research is undertaken as part of a research project, primary responsibility for ensuring compliance rests with the senior researcher, typically the Principal Investigator (PI) or Supervisor. Responsibility may be delegated to a named researcher as necessary."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"1.4 Where research is conducted with other institutions and/or external researchers, LSHTM researchers are responsible for the management of research data that are under their own control. If the senior researcher is not a member of LSHTM, LSHTM researchers should make their collaborators aware of the policy to facilitate compliance."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"1.5 If all researchers associated with the research have left LSHTM, responsibility for compliance will devolve upwards, resting with the Head of Department in the first instance."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"1.6 Exemption to specific principles may be granted in circumstances where compliance will breach legislative, regulatory, contractual, ethical, and/or other obligations. Such cases should be discussed with the Research Data Manager within Library, Archive & Open Research Services (LAORS) in the first instance. The decision will be escalated to the Research Governance Committee in more complex cases."
london-school-of-hygiene--tropical-medicine-university-of-london.md,## 2 PURPOSE AND OVERVIEW
london-school-of-hygiene--tropical-medicine-university-of-london.md,"2.1 The London School of Hygiene & Tropical Medicine (LSHTM) recognises research data as a valuable asset that forms the basis for rigorous scientific enquiry, serves as evidence of research conduct, and has the potential to support equitable partnerships and enable new and innovative research in public health."
london-school-of-hygiene--tropical-medicine-university-of-london.md,2.2 This Research Data Management Policy (henceforth RDM Policy) sets out expectations for how researchers should manage and share research data under their control in accordance with good research practice.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"2.3 The RDM Policy forms a component of LSHTM’s over-arching research governance framework, which regulates the research undertaken at LSHTM. It should be read in conjunction with institutional, national, international, and other requirements that apply to research data. This includes, but is not limited to, ethical and legal conditions that apply to the handling of human data."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"2.4 The RDM Policy establishes LSHTM’s commitment to complying with the Concordat on Open Research Data, a framework for best practice within UK HEIs with respect to research data management. It forms a component of LSHTM’s research governance framework and should be read in conjunction with the policies and procedures outlined in the References section."
london-school-of-hygiene--tropical-medicine-university-of-london.md,## 3 POLICY
london-school-of-hygiene--tropical-medicine-university-of-london.md,The London School of Hygiene & Tropical Medicine (LSHTM) defines the following principles to be followed by researchers in order to ensure research data are managed and disseminated in accordance with good research practice.
london-school-of-hygiene--tropical-medicine-university-of-london.md,Guidance on addressing the principles can be found on ServiceDesk
london-school-of-hygiene--tropical-medicine-university-of-london.md,"(  and the intranet (  One-to-one support is available from the Research Data Manager within the Library, Archive & Open Research Services."
london-school-of-hygiene--tropical-medicine-university-of-london.md,### 3.1. LSHTM-led research projects working with research data must create a Data Management Plan
london-school-of-hygiene--tropical-medicine-university-of-london.md,"A Data Management Plan (DMP) is a formal document that outlines how research assets, such as data, code, and other support material, will be obtained, managed and shared during the research lifecycle and following its completion. It outlines how the researcher will address requirements that apply to the research and steps that will be taken to ensure it can be verified and reused."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"LSHTM-led research projects working with research data must prepare a Data Management Plan (DMP) before the commencement of research, even if not required by their research funder."
london-school-of-hygiene--tropical-medicine-university-of-london.md,A Data Management Plan should be written at the appropriate stage:
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Public/private funded research should prepare a Data Management Plan prior to submission of a research application or within the first 3 months of project funding, as required by the funder."
london-school-of-hygiene--tropical-medicine-university-of-london.md,PhD/DrPH students should agree a Data Management Plan with their Supervisor and submit it as part of their Upgrading or Review Report.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Researchers that are unfunded, working with 3rd party data only, performing consultancy, undertaking an MSc project solely in pursuit of a qualification are encouraged to prepare Data Management Plan, but are not covered by this mandate."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"It is advisable to develop a Data Management Plan in conjunction with other relevant documents, such as the research plan/protocol and Data Protection Impact Assessment (DPIA), where appropriate."
london-school-of-hygiene--tropical-medicine-university-of-london.md,All researchers associated with a research project must be made aware of and abide by the Data Management Plan.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"The Data Management Plan should be reviewed and updated at appropriate stages during the research lifecycle. It is recommended that it is reviewed and updated when significant changes are made to the project work plan or every six months, as a minimum."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Funder-specific templates and guidance for writing a Data Management Plan should be followed, where applicable. If no funder template exists, LSHTM provides templates that may be used (see Related Policies & Procedures)."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"### 3.2. Data management costs should be recovered from the research funder, where permitted"
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Costs associated with the capture, management, archiving, and sharing of research data during the project lifetime and following its completion should be considered at the earliest opportunity, preferably when preparing the research application, so that suitable arrangements can be made."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Researchers should review research funder guidelines on allowed costs and, where permitted, write these into the justification of resources and budget of the research application. Common examples of data management costs include hardware and software purchases, data-related training, staff time for data preparation, and use of third-party services."
london-school-of-hygiene--tropical-medicine-university-of-london.md,Advice on research data costs may be obtained from the Research Data Manager.
london-school-of-hygiene--tropical-medicine-university-of-london.md,### 3.3. Data rights should be recognised and agreed at the earliest opportunity
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Researchers should clarify intellectual property rights and custodianship for research data and other research assets that are used in research at the earliest opportunity. This will ensure that it can be collected, stored, managed and shared in compliance with relevant conditions that apply to research. This includes ethical, legal, regulatory, contractual, and/or other requirements."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"The rights of research participants to engage with decision-making is recognized as important for ensuring they benefit from work undertaken, in line with guidelines such as the CARE Principles for Indigenous Data Governance. Research participants must be provided with sufficient information to understand and influence how their information will be stored, analysed and shared as part of the research process. Guidance may be found in the LSHTM Standard Operating Procedure on Informed Consent (LSHTM-SOP-005) and relevant SOPs at the respective MRC Units in Gambia and Uganda."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Research partners should agree on a collaboration agreement that clearly indicates the rights they possess and permissions they provide to ensure research data can be used for current and future research. Rights will often be owned by the host institution(s) in which researchers are based, rather than the researcher themselves, therefore it is important that this agreement is reviewed and approved by the relevant institution’s legal team. Advice on preparing collaboration agreements and sample templates can be obtained from the LSHTM Legal Services Office."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Exclusive rights to ownership or use of research data should not be handed over to a third party, unless it is a condition imposed by contractual or other obligations, without first consulting the Research Data Manager or LSHTM Legal Services Office for advice. Instead, researchers are encouraged to apply a non-exclusive licence that enables research data to be accessed and used by many parties."
london-school-of-hygiene--tropical-medicine-university-of-london.md,Further information can be found in the LSHTM Good Research Practice Policy and LSHTM Intellectual Property Policy.
london-school-of-hygiene--tropical-medicine-university-of-london.md,### 3.4. Research data must be securely stored and managed throughout the time period they are retained
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Research data and other research assets must be securely stored and managed throughout the time period that they are held. This must ensure the confidentiality of information, protect against data loss and corruption, and comply with requirements that apply to the research. This includes ethical, legal, contractual, or other requirements, most notably the General Data Protection Regulation (GDPR) and the UK Data Protection Act 2018 (UK DPA 2018)."
london-school-of-hygiene--tropical-medicine-university-of-london.md,The managed storage environment may be operated by LSHTM and/or a trusted third party. Advice and guidance on classifying research data by its sensitivity level and selecting appropriate storage methods are available in the LSHTM Data Classification and Handling Policy and LSHTM Data Storage Options document.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"In circumstances where a managed storage environment is not available (e.g. when working in the field), researchers must take all reasonable steps to ensure adequate measures are in place to protect research data and ensure they are not held in a jurisdiction that offers lower levels of protection than available in the UK. The research data must be transferred into a managed storage environment at the earliest opportunity."
london-school-of-hygiene--tropical-medicine-university-of-london.md,Advice on LSHTM storage systems may be sought from LSHTM IT Services.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"### 3.5. Documentation should be sufficient to access, understand, verify and reuse research data"
london-school-of-hygiene--tropical-medicine-university-of-london.md,"The ability to access, understand and use research data for the purpose of research verification or new research, is dependent upon the existence and availability of documentation that is full, clear and accurate."
london-school-of-hygiene--tropical-medicine-university-of-london.md,Researchers should ensure that they produce documentation that complies with research practices and reporting guidelines appropriate to the scientific domain(s) in which their research is conducted.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Research data that are made available should be supported by documentation that enable others to access, understand and use it, without the need to contact the study authors. Documentation that may be shared include: data collection tools, research protocols and procedures, participant informed consent forms, processing scripts, software code, data dictionaries and other outputs."
london-school-of-hygiene--tropical-medicine-university-of-london.md,Further information on documentation practices can be found in the LSHTM Standard Operating Procedure on Good Documentation Practice (LSHTM-SOP-022).
london-school-of-hygiene--tropical-medicine-university-of-london.md,### 3.6. Research data that contribute to research findings must be retained for the time period that they are needed
london-school-of-hygiene--tropical-medicine-university-of-london.md,Researchers are responsible for ensuring research data necessary to verify and reproduce research findings are retained for the time period that they are needed.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Research data produced by a researcher must be kept in digital and/or physical form for a minimum of 10 years following funding completion, in accordance with LSHTM’s Records Retention and Disposal Schedule."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"A minimum retention period longer than 10 years may be specified by third parties for specific types of research. For instance, research data produced as part of a clinical trial must be kept for a minimum of 25 years. Similarly, research data that underpins published research findings must often be made available for a minimum of 10 years after the date that it was published, in accordance with journal requirements."
london-school-of-hygiene--tropical-medicine-university-of-london.md,Data provided by a third party that contains a contractual condition that it is held for a shorter time period are exempt from this requirement.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"A decision to dispose of research data or other research assets under the researcher’s control may be made after the retention period has passed, in consultation with relevant staff. Appropriate documentation should be maintained on any research assets that are selected for disposal, in compliance with guidance outlined in the LSHTM Records Retention and Disposal Schedule and its supporting documents."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Further information can be found in the LSHTM Standard Operating Procedure on Data Destruction (LSHTM SOP 043) and the LSHTM Records Retention and Disposal Schedule. Advice on retention requirements that apply to research data may be sought from the Research Data Manager or the Archives & Records Manager within Library, Archive & Open Research Services."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"### 3.7. Research data that substantiate research findings should be made available at the earliest opportunity, in accordance with conditions that apply to the research"
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Research data that substantiate research findings should be shared through a managed repository or enclave in a manner that is compatible with the ethical, legal, contractual, and/or other requirements that apply to research."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Research data suitable for sharing should be made available within 12 months of the grant closure or at the point when research findings based on the work are published, whichever is sooner. Funder policies and community practices that stipulate more rapid sharing supersede this requirement."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Access mechanisms applied to research data must comply with good research practice and conditions that apply to the research. Open access is encouraged where possible. However, controls upon access and use may be applied where necessary to fulfil ethical, legal, contractual or other requirements."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Researchers should take appropriate steps to identify and address barriers that may limit the ability to share research data. This may include ensuring that ethics and contractual documents recognise the need to share data with others, developing procedures and allocating resources to prepare data for sharing."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"An exemption may be sought for research data covered by ethical, legal, contractual, or other conditions that prohibit sharing. Researchers that have not obtained explicit consent to share data within participant informed consent forms and/or collaboration agreements and who are subsequently required to make data available should seek advice from the Research Governance & Integrity Office and/or the Research Data Manager."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Further information can be found in the LSHTM Standard Operating Procedure on Informed Consent for Research (LSHTM SOP 005), LSHTM Standard Operating Procedure on Confidentiality and Anonymisation of Research Data (LSHTM-SOP-036) and LSHTM Data Access Procedures."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"### 3.8. Research data that are made available for access must include details of institutional affiliation, funder, and author identifiers"
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Research data that are made available for access must provide the name and institutional affiliation of each author/contributor, as well as any research identifiers that are associated with the research."
london-school-of-hygiene--tropical-medicine-university-of-london.md,Researchers must use the correct institutional affiliation when publishing research to which they have contributed so that it may be identified as an institutional output. This will be either ‘London School of Hygiene & Tropical Medicine’; ‘Medical Research Council Unit The Gambia at the London School of Hygiene & Tropical Medicine’; or ‘Medical Research Council/Uganda Virus Research Institute and London School of Hygiene & Tropical Medicine Uganda Research Unit’.
london-school-of-hygiene--tropical-medicine-university-of-london.md,Research data must clearly acknowledge the funding source(s) and grant or programme number(s) in order to ensure that grant conditions are met and to enable research assets to be clearly linked to funders.
london-school-of-hygiene--tropical-medicine-university-of-london.md,Researchers should have an ORCID identifier to enable robust linking between research assets and their creators.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"3.9. Research data must be registered with LSHTM, irrespective of whether it is hosted there or elsewhere"
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Research data intended for sharing must be registered with LSHTM on completion of funding or at the point when it is made available, whichever is sooner."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"This requirement applies to all LSHTM-led research, research in which LSHTM has been assigned formal responsibility for data collection, management, or sharing in a contract or subcontract, and research data that lists LSHTM researchers as a named contributor to the work."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Researchers undertaking consultancy work are encouraged to register research data that they produce if it does not breach confidentiality, contractual, or other obligations."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Library, Archive & Open Research Services maintains a digital repository, LSHTM Data Compass (  which may be used to register research data and other relevant research assets."
london-school-of-hygiene--tropical-medicine-university-of-london.md,### 3.10. Published research should include information on how to access research data and other supporting material
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Good research practice is built upon the recognition of all source material used in research. Researchers should ensure that all research assets that underpin research are cited in published research, following citation guidelines appropriate to their scientific domain."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Researchers must include a data access statement in published research where mandated by a research funder, sponsor, or publisher, even where there is no research data associated with the research or the research data cannot be shared."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"An access statement should be included that outlines where research data may be obtained and any associated conditions for access and use. A persistent identifier, such as a Digital Object Identifier (DOI), should be included where one is available."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Advice is available from the Research Data Manager within Library, Archive & Open Research Services."
london-school-of-hygiene--tropical-medicine-university-of-london.md,## 4 CONTACTS
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Questions related to the Research Data Management Policy and its implementation should be directed to the Research Data Manager within Library, Archive & Open Research Services."
london-school-of-hygiene--tropical-medicine-university-of-london.md,## 5 DEFINITIONS
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Data Access Statement: A statement provided in published research that describes where research assets that underpin the paper are hosted, how they may be accessed, and any conditions of access and use."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Data Management Plan (DMP): A document that describes how research data and/or other research assets will be obtained, managed and shared during the research lifecycle and following its completion."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Digital repository: A system for storing, managing and sharing research assets, such as data and code. LSHTM Data Compass is an example of an institutional digital repository."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Metadata: Information that describes one or more research assets. Metadata may describe the content of a research asset, how it was obtained, and how it may be accessed and used."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Non-Exclusive Licence: A licence that grants the same rights to several licensees. This differs from an exclusive licence, which assigns rights to a specific licensee, to the exclusion of others."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Persistent Identifier (PID): A unique, stable, permanent reference to a digital object. Examples include the Open Researcher & Contributor ID (ORCiD) system to identify authors, and Digital Object Identifier (DOIs) system applied to journal articles and datasets."
london-school-of-hygiene--tropical-medicine-university-of-london.md,Principal Investigator: The lead researcher or scientist for a project.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Researcher: Any person conducting research or involved in the creation, collection, or generation of research data for or on behalf of LSHTM. This may include, but not be limited to, employed staff, research students, and honorary staff."
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Research Asset: A resource produced as part of the research process. This includes research data, code, scripts, collection tools, participant consent forms, and other resources."
london-school-of-hygiene--tropical-medicine-university-of-london.md,Research Funder: An agency responsible for the financial support of research activities.
london-school-of-hygiene--tropical-medicine-university-of-london.md,Research Project: A unit of work performed by one or more researchers that has been established for the purpose of addressing specific aims and objectives.
london-school-of-hygiene--tropical-medicine-university-of-london.md,"Retention Period: The time period for which the research data must be kept. The LSHTM Records Retention & Disposal Schedule states research data must be retained for a minimum of 10 years following project completion, with the recognition that third-party requirements that have a longer retention period will take precedent."
london-school-of-hygiene--tropical-medicine-university-of-london.md,## 6 REFERENCES
london-school-of-hygiene--tropical-medicine-university-of-london.md,Concordat on Open Research Data
london-school-of-hygiene--tropical-medicine-university-of-london.md,ConcordatonOpenResearchData.pdf
london-school-of-hygiene--tropical-medicine-university-of-london.md,CARE Principles for Indigenous Data Governance
loughborough-university.md,This item was submitted to Loughborough's Research Repository by the author.
loughborough-university.md,"Items in Figshare are protected by copyright, with all rights reserved, unless otherwise indicated."
loughborough-university.md,# Loughborough University Research Data Management Policy
loughborough-university.md,PLEASE CITE THE PUBLISHED VERSION
loughborough-university.md,LICENCE
loughborough-university.md,CC BY-NC 4.0
loughborough-university.md,REPOSITORY RECORD
loughborough-university.md,"data admin, Loughborough. 2024. “Loughborough University Research Data Management Policy”."
loughborough-university.md,Loughborough University.
loughborough-university.md,## Research Data Management Policy
loughborough-university.md,The University is committed to supporting its researchers to ensure research data1 is well managed and to the continual improvement of that support.
loughborough-university.md,### Policy statements
loughborough-university.md,"1.   The University is committed to research excellence and integrity. As such, it seeks to promote high standards of research data management throughout the research data lifecycle."
loughborough-university.md,"2.   New research proposals from 9th September 2016 should include research data management plans or protocols in line with funders’ policies. In other instances, research data management plans are encouraged. All plans should include responsibilities for data collection, documentation and metadata, ethical and legal compliance, storage and backup, selection of data of long-term value, preservation and data sharing."
loughborough-university.md,3.   Research data management plans should ensure that research data are available for access and re-use wherever appropriate and under appropriate safeguards.
loughborough-university.md,"4.   To enable research data to be discoverable and effectively re-used by others, sufficient metadata should be recorded and made openly available via the University data repository. The link to the repository can be found here:"
loughborough-university.md,"5.   All research data of continuing value to the researcher and the wider research community, or specified by funding bodies, or required for legal or other regulatory purposes should be registered with the University, even that which is retained elsewhere, for example in an international data service or domain repository."
loughborough-university.md,"6.   Research data that may be of future historical interest, including data that substantiate research findings, should normally be offered and assessed for deposit and retention in an appropriate data service or domain repository, or the University data repository."
loughborough-university.md,7.   The legitimate interests of the subjects of research data must be protected.
loughborough-university.md,"8.   Exclusive rights to reuse or publish research data should not be handed over to commercial publishers or agents without retaining the rights to make the data openly available for reuse, unless this is a condition of funding."
loughborough-university.md,"9.   Where any research is subject to any associated contractual arrangements and/or grant conditions that conflict with this policy, the provisions of such contractual arrangements and/or grant conditions will take precedence."
loughborough-university.md,#### Researchers’ responsibilities
loughborough-university.md,"Responsibility for the creation of a research data management plan, the updating of that plan (where necessary), and the implementation of that plan throughout the research lifecycle during any research project or programme lies with Principal Investigators (PIs). Heads of Departments and Centres and others responsible for research staff and students should ensure that researchers in their areas are aware of the University’s policy regarding research data management and its associated guidelines and procedures."
loughborough-university.md,Researchers are required to comply with the conditions of their of their research funders’ data policies.
loughborough-university.md,Researchers should ensure published results always include information on how to access the supporting data.
loughborough-university.md,"PIs should review their data holdings assessing their research value e.g. for potential future use in research and education, and wider applications for policy, commerce or public interests."
loughborough-university.md,PIs should notify the University of their data holdings and supply the Data Asset Register (currently the University data repository) with metadata relating to their data.
loughborough-university.md,### University’s responsibilities
loughborough-university.md,"The University will provide access to training, support, advice and, where appropriate, guidelines and templates for research data management and research data management plans."
loughborough-university.md,"The University will provide access to mechanisms and services for storage, backup, registration, valuation, deposit and retention of research data assets in support of current and future access, during and after completion of research projects."
loughborough-university.md,The University reserves the right to appraise and review its data holdings in consultation with PIs and appropriate experts.
loughborough-university.md,This policy will be reviewed and updated through the Research Committee in consultation with appropriate stakeholders.
loughborough-university.md,### Relationship with existing policies
loughborough-university.md,"Research data will be managed in accordance with the University’s other policies and guidelines, such as:"
loughborough-university.md,Ethics Approvals (Human Participants) Sub-Committee
loughborough-university.md,(
loughborough-university.md,participants/additionalinformation/)
loughborough-university.md,Intellectual property (
loughborough-university.md,Data Protection Policy (
loughborough-university.md,Copyright (
loughborough-university.md,Freedom of Information (
loughborough-university.md,IT Acceptable Use Policy (
loughborough-university.md,Institutional Repository Policy – Open Access Policy
loughborough-university.md,(
lund-university.md,# Lund univeRsiTy
lund-university.md,Joint Faculties of Humanities and Theology
lund-university.md,Working committee of the Faculty Board
lund-university.md,## Guidelines concerning research data storage at the Faculties of Humanities and Theology
lund-university.md,"Lund University is a public authority and is therefore obliged to preserve, organise and maintain all public documents from the University’s activities (Swedish Archives Act 1990:782, section 3). As documents resulting from research at the Faculties of Humanities and Theology are increasingly digital, it is of the utmost importance to establish procedures to ensure that the data will remain available in a way that corresponds to the current paper documents."
lund-university.md,The long-term goal of introducing these new procedures is to promote:
lund-university.md,open research
lund-university.md,good research practice and good data management in the research process good regulatory compliance
lund-university.md,future access to research data.
lund-university.md,"Research data1 refers to all types of research documents defined in Lund University’s document management plan2, i.e. both those to be preserved and those to be disposed of after a specified retention period. Any disposal must be in accordance with the Swedish National Archives’ regulations. The rules that apply can be found in the document “Gallrings- och bevarandeplan för forskningshandlingar inom de Humanistiska och teologiska fakulteterna” (Disposal and preservation plan for research documents at the Faculties of Humanities and Theology), reg. no V 2019/2171. Storage of research data should also take into account current rules regarding e.g. information and IT security, personal data processing and ethical principles."
lund-university.md,Doctoral students’ research documents are considered part of Lund University’s portfolio of public documents and are therefore also covered by these guidelines.
lund-university.md,"When the term “researcher” is used below, it refers all research staff, regardless of the type of employment, and thus also all research students."
lund-university.md,"The short-term goal of introducing these procedures is to clarify the organisation’s requirements and expectations of researchers, and to:"
